-ῐᾰ,-ῐ,-ι,,,ᾱς,ας,-ῐᾱς,-ιας,"('f',)",Genitive,Singular,True
-ῐᾰ,-ῐ,-ι,,,αιν,αιν,-ῐαιν,-ιαιν,"('f',)",Genitive,Dual,True
-ῐᾰ,-ῐ,-ι,,,ῶν,ων,-ῐῶν,-ιων,"('f',)",Genitive,Plural,True
-ῐᾰ,-ῐ,-ι,,,ᾳ,ᾳ,-ῐᾳ,-ιᾳ,"('f',)",Dative,Singular,True
-ῐᾰ,-ῐ,-ι,,,αιν,αιν,-ῐαιν,-ιαιν,"('f',)",Dative,Dual,True
-ῐᾰ,-ῐ,-ι,,,αις,αις,-ῐαις,-ιαις,"('f',)",Dative,Plural,True
-ῐᾰ,-ῐ,-ι,,,ᾰν,αν,-ῐᾰν,-ιαν,"('f',)",Accusative,Singular,True
-ῐᾰ,-ῐ,-ι,,,ᾱ,α,-ῐᾱ,-ια,"('f',)",Accusative,Dual,True
-ῐᾰ,-ῐ,-ι,,,ᾱς,ας,-ῐᾱς,-ιας,"('f',)",Accusative,Plural,True
-ῐᾰ,-ῐ,-ι,,,ᾰ,α,-ῐᾰ,-ια,"('f',)",Vocative,Singular,True
-ῐᾰ,-ῐ,-ι,,,ᾱ,α,-ῐᾱ,-ια,"('f',)",Vocative,Dual,True
-ῐᾰ,-ῐ,-ι,,,αι,αι,-ῐαι,-ιαι,"('f',)",Vocative,Plural,True
-ῐσσᾰ,-ῐσσ,-ισσ,,,ᾰ,α,-ῐσσᾰ,-ισσα,"('f',)",Nominative,Singular,True
-ῐσσᾰ,-ῐσσ,-ισσ,,,ᾱ,α,-ῐσσᾱ,-ισσα,"('f',)",Nominative,Dual,True
-ῐσσᾰ,-ῐσσ,-ισσ,,,αι,αι,-ῐσσαι,-ισσαι,"('f',)",Nominative,Plural,True
